,product_uid,q_len,com_title,com_desc,com_attr
65,100039,2.0,1.0,1.0,1.0
66,100039,2.0,1.0,1.0,0.0
67,100039,3.0,2.0,2.0,1.0
68,100042,5.0,4.0,2.0,4.0
69,100042,4.0,3.0,3.0,3.0
70,100045,1.0,1.0,1.0,1.0
71,100046,2.0,1.0,1.0,1.0
72,100046,3.0,1.0,1.0,2.0
73,100046,4.0,2.0,2.0,2.0
74,100046,1.0,1.0,1.0,1.0
75,100046,5.0,2.0,4.0,4.0
76,100047,4.0,4.0,3.0,4.0
77,100047,2.0,2.0,2.0,2.0
78,100047,2.0,2.0,2.0,2.0
79,100049,3.0,2.0,3.0,2.0
80,100050,2.0,1.0,2.0,2.0
81,100051,2.0,1.0,1.0,1.0
82,100051,3.0,3.0,3.0,3.0
83,100051,1.0,0.0,0.0,0.0
84,100053,1.0,0.0,0.0,0.0
85,100054,2.0,2.0,1.0,1.0
86,100054,3.0,3.0,2.0,3.0
87,100054,2.0,2.0,2.0,2.0
88,100055,4.0,3.0,2.0,3.0
89,100055,3.0,2.0,2.0,2.0
90,100055,4.0,2.0,2.0,2.0
91,100055,2.0,2.0,2.0,2.0
92,100055,3.0,3.0,3.0,3.0
93,100056,2.0,0.0,0.0,0.0
94,100057,4.0,3.0,4.0,3.0
95,100057,2.0,1.0,2.0,2.0
96,100057,4.0,3.0,4.0,4.0
97,100057,2.0,2.0,2.0,2.0
98,100057,2.0,1.0,1.0,1.0
99,100058,2.0,2.0,0.0,2.0
100,100058,5.0,2.0,1.0,3.0
101,100058,2.0,1.0,1.0,1.0
102,100059,2.0,1.0,2.0,1.0
103,100060,2.0,1.0,1.0,1.0
104,100060,2.0,1.0,2.0,2.0
105,100060,1.0,1.0,1.0,1.0
106,100063,2.0,2.0,1.0,2.0
107,100063,2.0,1.0,1.0,2.0
108,100063,3.0,1.0,1.0,2.0
109,100064,3.0,0.0,0.0,1.0
110,100065,4.0,1.0,2.0,4.0
111,100065,3.0,0.0,0.0,1.0
112,100065,3.0,2.0,2.0,2.0
113,100065,4.0,4.0,4.0,4.0
114,100065,7.0,5.0,5.0,6.0
115,100065,5.0,2.0,4.0,4.0
116,100065,2.0,1.0,1.0,1.0
117,100065,2.0,1.0,1.0,1.0
118,100065,3.0,1.0,1.0,1.0
119,100065,4.0,1.0,1.0,1.0
120,100065,2.0,1.0,2.0,2.0
121,100065,3.0,2.0,2.0,3.0
122,100065,3.0,3.0,3.0,3.0
123,100068,5.0,3.0,3.0,5.0
124,100068,3.0,2.0,2.0,2.0
125,100068,2.0,2.0,2.0,2.0
126,100068,4.0,2.0,4.0,4.0
127,100068,4.0,3.0,4.0,4.0
128,100068,5.0,4.0,4.0,4.0
129,100068,4.0,4.0,4.0,4.0
130,100068,4.0,3.0,3.0,3.0
131,100068,3.0,2.0,2.0,2.0
132,100068,3.0,2.0,2.0,3.0
133,100068,3.0,2.0,2.0,2.0
134,100069,2.0,2.0,2.0,1.0
135,100070,2.0,2.0,2.0,2.0
136,100070,2.0,2.0,2.0,2.0
137,100070,4.0,2.0,3.0,2.0
138,100070,2.0,1.0,1.0,1.0
139,100071,2.0,1.0,1.0,1.0
140,100071,2.0,1.0,2.0,2.0
141,100071,3.0,3.0,3.0,3.0
142,100071,3.0,2.0,2.0,2.0
143,100072,4.0,3.0,2.0,4.0
144,100072,2.0,2.0,1.0,2.0
145,100074,1.0,0.0,0.0,0.0
146,100076,3.0,3.0,2.0,2.0
147,100077,7.0,1.0,5.0,6.0
148,100077,3.0,1.0,2.0,2.0
149,100078,3.0,2.0,2.0,2.0
150,100079,2.0,1.0,1.0,1.0
151,100081,9.0,4.0,1.0,4.0
152,100081,3.0,1.0,1.0,2.0
153,100082,2.0,2.0,2.0,0.0
154,100083,2.0,0.0,0.0,1.0
155,100086,3.0,2.0,2.0,2.0
156,100086,2.0,1.0,1.0,1.0
157,100087,3.0,1.0,2.0,2.0
158,100088,4.0,3.0,0.0,3.0
159,100089,1.0,1.0,1.0,1.0
160,100090,4.0,3.0,4.0,4.0
161,100090,3.0,2.0,2.0,2.0
162,100090,3.0,1.0,3.0,3.0
163,100090,3.0,0.0,2.0,2.0
164,100090,3.0,3.0,3.0,3.0
165,100090,5.0,3.0,4.0,5.0
166,100092,2.0,1.0,1.0,1.0
167,100092,1.0,1.0,1.0,1.0
168,100092,2.0,1.0,2.0,2.0
169,100092,1.0,0.0,0.0,0.0
170,100092,2.0,2.0,2.0,1.0
171,100093,3.0,3.0,3.0,3.0
172,100093,4.0,3.0,3.0,3.0
173,100093,4.0,3.0,3.0,3.0
174,100093,3.0,3.0,3.0,3.0
175,100094,3.0,2.0,2.0,2.0
176,100094,3.0,1.0,1.0,1.0
177,100094,4.0,3.0,3.0,3.0
178,100095,2.0,1.0,1.0,1.0
179,100095,3.0,3.0,3.0,2.0
180,100096,4.0,1.0,2.0,2.0
181,100096,3.0,1.0,1.0,1.0
182,100096,2.0,1.0,2.0,1.0
183,100097,7.0,5.0,6.0,5.0
184,100098,3.0,1.0,1.0,1.0
185,100100,2.0,2.0,2.0,2.0
186,100101,4.0,2.0,1.0,3.0
187,100101,2.0,2.0,2.0,2.0
188,100102,5.0,3.0,4.0,4.0
189,100102,3.0,2.0,1.0,2.0
190,100104,4.0,2.0,2.0,3.0
191,100104,5.0,5.0,4.0,5.0
192,100104,1.0,1.0,1.0,1.0
193,100105,3.0,2.0,2.0,2.0
194,100105,3.0,2.0,2.0,2.0
195,100105,6.0,3.0,4.0,4.0
196,100106,1.0,0.0,0.0,1.0
197,100108,1.0,0.0,0.0,0.0
198,100109,2.0,2.0,0.0,0.0
199,100109,2.0,2.0,1.0,0.0
200,100110,3.0,2.0,2.0,2.0
201,100110,2.0,2.0,2.0,0.0
202,100110,3.0,3.0,3.0,1.0
203,100110,2.0,1.0,2.0,2.0
204,100110,2.0,1.0,2.0,2.0
205,100111,3.0,2.0,2.0,1.0
206,100111,3.0,2.0,2.0,1.0
207,100112,4.0,2.0,4.0,3.0
208,100113,2.0,0.0,2.0,2.0
209,100114,2.0,2.0,2.0,2.0
210,100115,6.0,5.0,5.0,5.0
211,100115,2.0,1.0,2.0,2.0
212,100116,4.0,2.0,3.0,4.0
213,100116,3.0,2.0,2.0,2.0
214,100117,2.0,1.0,1.0,1.0
215,100118,2.0,1.0,1.0,2.0
216,100119,4.0,4.0,3.0,3.0
217,100119,3.0,1.0,1.0,1.0
218,100120,2.0,1.0,1.0,1.0
219,100124,2.0,2.0,2.0,0.0
220,100125,3.0,3.0,3.0,3.0
221,100125,3.0,3.0,3.0,3.0
222,100125,3.0,2.0,3.0,2.0
223,100125,4.0,2.0,2.0,2.0
224,100126,3.0,3.0,3.0,3.0
225,100127,2.0,2.0,2.0,1.0
226,100128,3.0,0.0,0.0,0.0
227,100128,1.0,0.0,0.0,0.0
228,100128,2.0,1.0,2.0,2.0
229,100128,2.0,1.0,1.0,1.0
230,100129,2.0,1.0,2.0,2.0
231,100129,1.0,1.0,1.0,1.0
232,100130,2.0,1.0,1.0,1.0
233,100131,3.0,2.0,3.0,3.0
234,100131,2.0,0.0,1.0,1.0
235,100131,3.0,1.0,2.0,1.0
236,100131,2.0,0.0,0.0,1.0
237,100132,1.0,1.0,1.0,1.0
238,100133,3.0,2.0,1.0,3.0
239,100133,2.0,0.0,0.0,1.0
240,100133,2.0,0.0,1.0,2.0
241,100134,4.0,2.0,3.0,3.0
242,100134,2.0,0.0,0.0,0.0
243,100134,2.0,0.0,1.0,1.0
244,100134,4.0,1.0,1.0,3.0
245,100134,5.0,0.0,0.0,0.0
246,100135,4.0,2.0,2.0,2.0
247,100138,3.0,3.0,3.0,3.0
248,100138,3.0,2.0,2.0,2.0
249,100138,2.0,1.0,1.0,1.0
250,100138,3.0,2.0,2.0,2.0
251,100138,2.0,2.0,2.0,2.0
252,100138,3.0,1.0,1.0,1.0
253,100140,3.0,1.0,2.0,2.0
254,100140,1.0,0.0,0.0,0.0
255,100141,1.0,0.0,0.0,0.0
256,100141,1.0,1.0,1.0,1.0
257,100141,2.0,1.0,1.0,1.0
258,100141,2.0,2.0,2.0,1.0
259,100141,2.0,2.0,1.0,1.0
260,100143,4.0,3.0,3.0,3.0
261,100143,3.0,3.0,3.0,3.0
262,100143,2.0,2.0,2.0,2.0
263,100143,4.0,3.0,3.0,3.0
264,100144,3.0,2.0,3.0,3.0
265,100144,3.0,1.0,2.0,2.0
266,100145,4.0,1.0,1.0,4.0
267,100146,4.0,3.0,2.0,3.0
268,100146,4.0,4.0,3.0,4.0
269,100148,3.0,3.0,3.0,3.0
270,100149,3.0,1.0,1.0,1.0
271,100149,3.0,2.0,2.0,2.0
272,100149,4.0,2.0,3.0,2.0
273,100149,8.0,6.0,6.0,6.0
274,100149,2.0,1.0,1.0,0.0
275,100149,4.0,2.0,2.0,2.0
276,100149,3.0,2.0,2.0,2.0
277,100149,4.0,2.0,2.0,3.0
278,100149,2.0,2.0,2.0,2.0
279,100149,5.0,0.0,2.0,1.0
280,100150,3.0,2.0,2.0,2.0
281,100150,2.0,0.0,0.0,2.0
282,100150,3.0,1.0,1.0,3.0
283,100150,1.0,1.0,1.0,1.0
284,100150,4.0,4.0,4.0,3.0
285,100151,3.0,1.0,3.0,2.0
286,100152,3.0,3.0,3.0,3.0
287,100152,3.0,2.0,2.0,2.0
288,100152,4.0,2.0,4.0,4.0
289,100152,3.0,0.0,0.0,0.0
290,100152,2.0,0.0,2.0,2.0
291,100153,2.0,2.0,2.0,2.0
292,100153,4.0,4.0,3.0,4.0
293,100153,2.0,0.0,0.0,0.0
294,100154,3.0,2.0,2.0,3.0
295,100154,3.0,2.0,2.0,2.0
296,100155,4.0,3.0,3.0,3.0
297,100157,2.0,0.0,0.0,0.0
298,100158,5.0,4.0,2.0,2.0
299,100158,3.0,3.0,2.0,1.0
300,100158,2.0,1.0,1.0,0.0
301,100158,3.0,1.0,0.0,0.0
302,100160,3.0,3.0,3.0,0.0
303,100161,1.0,0.0,0.0,0.0
304,100161,2.0,1.0,1.0,1.0
305,100163,3.0,2.0,2.0,2.0
306,100165,2.0,2.0,2.0,2.0
307,100165,2.0,1.0,1.0,1.0
308,100166,1.0,0.0,0.0,0.0
309,100166,2.0,2.0,2.0,2.0
310,100167,2.0,2.0,2.0,2.0
311,100167,3.0,2.0,2.0,2.0
312,100170,2.0,1.0,1.0,1.0
313,100170,3.0,3.0,3.0,2.0
314,100170,3.0,2.0,3.0,2.0
315,100170,3.0,1.0,2.0,2.0
316,100171,1.0,0.0,1.0,1.0
317,100172,2.0,1.0,1.0,1.0
318,100173,3.0,2.0,3.0,3.0
319,100174,2.0,0.0,0.0,0.0
320,100176,2.0,2.0,2.0,2.0
321,100177,3.0,3.0,3.0,3.0
322,100178,1.0,0.0,0.0,0.0
323,100179,3.0,3.0,3.0,3.0
324,100179,3.0,3.0,3.0,3.0
325,100180,3.0,2.0,2.0,1.0
326,100180,3.0,2.0,2.0,1.0
327,100181,2.0,1.0,1.0,0.0
328,100181,2.0,1.0,2.0,2.0
329,100181,3.0,3.0,2.0,2.0
330,100182,1.0,1.0,1.0,1.0
331,100184,1.0,0.0,0.0,0.0
332,100184,1.0,1.0,1.0,1.0
333,100184,3.0,2.0,2.0,3.0
334,100184,1.0,0.0,1.0,1.0
335,100184,5.0,1.0,2.0,2.0
336,100185,2.0,1.0,1.0,1.0
337,100188,2.0,0.0,0.0,0.0
338,100189,3.0,1.0,1.0,1.0
339,100189,2.0,1.0,1.0,1.0
340,100189,2.0,0.0,0.0,0.0
341,100189,3.0,2.0,2.0,2.0
342,100189,3.0,0.0,1.0,1.0
343,100189,2.0,1.0,2.0,2.0
344,100189,3.0,0.0,0.0,1.0
345,100191,2.0,2.0,2.0,2.0
346,100193,5.0,5.0,5.0,5.0
347,100193,2.0,2.0,1.0,1.0
348,100193,2.0,2.0,1.0,1.0
349,100193,4.0,2.0,2.0,2.0
350,100193,6.0,3.0,6.0,5.0
351,100193,3.0,2.0,2.0,2.0
352,100194,3.0,1.0,1.0,1.0
353,100194,2.0,1.0,1.0,1.0
354,100194,4.0,2.0,2.0,3.0
355,100194,3.0,2.0,3.0,3.0
356,100194,2.0,1.0,1.0,1.0
357,100194,3.0,3.0,3.0,3.0
358,100195,2.0,1.0,1.0,2.0
359,100196,3.0,2.0,3.0,3.0
360,100196,2.0,1.0,1.0,1.0
361,100197,1.0,0.0,0.0,0.0
362,100197,3.0,2.0,2.0,1.0
363,100197,4.0,2.0,2.0,2.0
364,100197,1.0,1.0,1.0,0.0
365,100197,3.0,1.0,1.0,1.0
366,100197,3.0,2.0,2.0,1.0
367,100200,1.0,0.0,0.0,1.0
368,100201,1.0,1.0,1.0,1.0
369,100203,2.0,2.0,2.0,2.0
370,100203,3.0,2.0,2.0,3.0
371,100203,2.0,1.0,1.0,2.0
372,100203,2.0,2.0,2.0,2.0
373,100208,2.0,0.0,1.0,1.0
374,100208,2.0,0.0,2.0,2.0
375,100209,4.0,1.0,2.0,2.0
376,100209,2.0,1.0,1.0,1.0
377,100209,1.0,0.0,0.0,0.0
378,100209,2.0,0.0,1.0,1.0
379,100210,2.0,1.0,1.0,1.0
380,100210,3.0,0.0,0.0,0.0
381,100211,2.0,2.0,2.0,2.0
382,100212,2.0,0.0,2.0,2.0
383,100213,3.0,1.0,2.0,2.0
384,100213,3.0,2.0,1.0,2.0
385,100213,2.0,2.0,1.0,2.0
386,100216,2.0,2.0,2.0,2.0
387,100216,3.0,2.0,3.0,3.0
388,100217,3.0,3.0,3.0,3.0
389,100218,3.0,2.0,2.0,2.0
390,100218,2.0,2.0,2.0,2.0
391,100218,4.0,2.0,2.0,3.0
392,100218,1.0,0.0,0.0,0.0
393,100221,1.0,0.0,0.0,0.0
394,100222,1.0,1.0,0.0,1.0
395,100224,2.0,1.0,1.0,1.0
396,100224,3.0,2.0,2.0,2.0
397,100224,3.0,3.0,3.0,3.0
398,100225,2.0,1.0,1.0,1.0
399,100227,2.0,1.0,2.0,2.0
400,100227,3.0,2.0,2.0,2.0
401,100227,3.0,0.0,2.0,2.0
402,100228,1.0,1.0,1.0,1.0
403,100229,1.0,0.0,0.0,0.0
404,100229,2.0,1.0,1.0,1.0
405,100230,1.0,1.0,1.0,1.0
406,100232,2.0,0.0,1.0,1.0
407,100232,2.0,1.0,1.0,2.0
408,100232,3.0,3.0,3.0,3.0
409,100233,1.0,0.0,0.0,0.0
410,100235,2.0,1.0,2.0,2.0
411,100237,2.0,1.0,2.0,2.0
412,100237,4.0,3.0,4.0,4.0
413,100237,2.0,1.0,1.0,1.0
414,100239,3.0,1.0,2.0,2.0
415,100239,3.0,1.0,2.0,1.0
416,100239,3.0,1.0,1.0,2.0
417,100239,2.0,0.0,1.0,1.0
418,100239,4.0,2.0,2.0,2.0
419,100241,2.0,0.0,1.0,1.0
420,100241,3.0,1.0,2.0,3.0
421,100241,4.0,3.0,0.0,1.0
422,100242,2.0,1.0,2.0,2.0
423,100245,3.0,2.0,3.0,3.0
424,100246,3.0,2.0,2.0,1.0
425,100248,3.0,2.0,2.0,2.0
426,100248,2.0,0.0,0.0,1.0
427,100248,3.0,2.0,2.0,2.0
428,100249,1.0,0.0,0.0,0.0
429,100249,3.0,1.0,2.0,2.0
430,100249,2.0,1.0,2.0,2.0
431,100249,5.0,4.0,5.0,5.0
432,100249,3.0,3.0,3.0,3.0
433,100249,6.0,2.0,4.0,4.0
434,100250,3.0,3.0,3.0,3.0
435,100251,3.0,1.0,1.0,1.0
436,100252,1.0,1.0,1.0,1.0
437,100253,2.0,2.0,2.0,1.0
438,100254,4.0,3.0,3.0,3.0
439,100255,3.0,3.0,3.0,1.0
440,100256,3.0,3.0,2.0,2.0
441,100256,4.0,2.0,2.0,2.0
442,100256,2.0,2.0,2.0,2.0
443,100256,3.0,0.0,1.0,1.0
444,100257,1.0,0.0,0.0,0.0
445,100257,2.0,2.0,2.0,2.0
446,100257,2.0,0.0,0.0,0.0
447,100259,2.0,1.0,1.0,1.0
448,100259,3.0,1.0,2.0,2.0
449,100259,2.0,1.0,2.0,2.0
450,100260,2.0,2.0,2.0,2.0
451,100263,2.0,2.0,1.0,1.0
452,100263,3.0,2.0,2.0,2.0
453,100263,1.0,0.0,0.0,1.0
454,100263,2.0,0.0,0.0,1.0
455,100264,2.0,0.0,1.0,1.0
456,100264,4.0,3.0,4.0,4.0
457,100264,2.0,1.0,1.0,1.0
458,100264,3.0,1.0,2.0,2.0
459,100264,4.0,3.0,3.0,3.0
460,100264,4.0,2.0,3.0,3.0
461,100264,6.0,3.0,5.0,5.0
462,100264,3.0,1.0,1.0,2.0
463,100264,2.0,1.0,2.0,2.0
464,100264,3.0,1.0,3.0,3.0
465,100264,5.0,1.0,1.0,3.0
466,100265,1.0,0.0,0.0,0.0
467,100265,3.0,1.0,2.0,1.0
468,100265,2.0,0.0,0.0,0.0
469,100265,3.0,1.0,2.0,2.0
470,100267,3.0,1.0,3.0,3.0
471,100269,2.0,2.0,1.0,1.0
472,100270,3.0,1.0,1.0,1.0
473,100270,2.0,2.0,2.0,2.0
474,100272,3.0,1.0,2.0,3.0
475,100272,4.0,2.0,0.0,0.0
476,100272,4.0,2.0,2.0,3.0
477,100272,4.0,3.0,3.0,3.0
478,100272,4.0,2.0,2.0,2.0
479,100272,3.0,3.0,2.0,3.0
480,100272,6.0,5.0,5.0,5.0
481,100272,2.0,1.0,1.0,1.0
482,100273,3.0,2.0,2.0,2.0
483,100274,2.0,1.0,1.0,1.0
484,100274,2.0,2.0,2.0,2.0
485,100274,4.0,3.0,3.0,3.0
486,100277,2.0,1.0,2.0,2.0
487,100277,2.0,0.0,2.0,2.0
488,100279,2.0,1.0,2.0,2.0
489,100280,2.0,2.0,2.0,1.0
490,100282,2.0,0.0,0.0,0.0
491,100282,4.0,1.0,2.0,3.0
492,100282,5.0,0.0,2.0,2.0
493,100282,1.0,0.0,0.0,0.0
494,100282,2.0,1.0,1.0,1.0
495,100283,2.0,2.0,1.0,2.0
496,100283,6.0,4.0,4.0,4.0
497,100284,2.0,1.0,1.0,0.0
498,100285,2.0,0.0,1.0,1.0
499,100285,3.0,1.0,3.0,3.0
500,100286,2.0,2.0,2.0,2.0
501,100286,2.0,2.0,1.0,2.0
502,100286,3.0,3.0,3.0,3.0
503,100287,5.0,3.0,3.0,2.0
504,100287,4.0,1.0,1.0,1.0
505,100287,3.0,1.0,1.0,1.0
506,100288,2.0,0.0,0.0,1.0
507,100289,4.0,0.0,0.0,2.0
508,100289,4.0,4.0,3.0,4.0
509,100289,6.0,2.0,2.0,3.0
510,100289,3.0,2.0,2.0,2.0
511,100290,3.0,3.0,3.0,3.0
512,100292,5.0,3.0,1.0,3.0
513,100292,4.0,0.0,2.0,3.0
514,100293,1.0,1.0,1.0,1.0
515,100294,3.0,1.0,2.0,2.0
516,100294,3.0,1.0,1.0,2.0
517,100294,3.0,1.0,1.0,2.0
518,100294,2.0,1.0,1.0,1.0
519,100294,2.0,2.0,1.0,2.0
520,100294,3.0,2.0,2.0,2.0
521,100295,2.0,0.0,0.0,0.0
522,100297,3.0,2.0,2.0,2.0
523,100297,2.0,2.0,2.0,2.0
524,100297,7.0,5.0,3.0,5.0
525,100299,2.0,1.0,1.0,0.0
526,100299,2.0,1.0,1.0,0.0
527,100299,2.0,2.0,1.0,0.0
528,100299,3.0,2.0,1.0,0.0
529,100299,3.0,2.0,1.0,0.0
530,100299,2.0,2.0,1.0,0.0
531,100302,1.0,1.0,1.0,1.0
532,100303,2.0,0.0,1.0,1.0
533,100304,4.0,2.0,2.0,2.0
534,100304,2.0,2.0,2.0,2.0
535,100306,2.0,1.0,1.0,1.0
536,100306,4.0,2.0,3.0,2.0
537,100306,1.0,1.0,1.0,1.0
538,100306,3.0,0.0,1.0,0.0
539,100306,2.0,2.0,2.0,2.0
540,100306,2.0,1.0,2.0,1.0
541,100307,6.0,4.0,5.0,5.0
542,100307,4.0,2.0,2.0,4.0
543,100307,3.0,1.0,3.0,3.0
544,100307,2.0,1.0,1.0,1.0
545,100308,4.0,2.0,2.0,3.0
546,100310,2.0,2.0,2.0,1.0
547,100311,3.0,3.0,2.0,2.0
548,100312,2.0,1.0,1.0,1.0
549,100313,2.0,0.0,1.0,2.0
550,100313,2.0,1.0,2.0,2.0
551,100313,4.0,0.0,2.0,2.0
552,100314,2.0,2.0,2.0,2.0
553,100314,3.0,2.0,2.0,3.0
554,100315,4.0,3.0,3.0,3.0
555,100315,4.0,3.0,4.0,4.0
556,100316,4.0,4.0,4.0,4.0
557,100317,3.0,2.0,2.0,3.0
558,100317,4.0,2.0,2.0,3.0
559,100320,5.0,3.0,3.0,4.0
560,100320,5.0,3.0,3.0,3.0
561,100320,4.0,2.0,2.0,2.0
562,100320,2.0,1.0,1.0,1.0
563,100321,2.0,1.0,1.0,2.0
564,100321,3.0,3.0,3.0,3.0
565,100322,2.0,1.0,1.0,1.0
566,100323,4.0,3.0,1.0,2.0
567,100323,2.0,2.0,0.0,1.0
568,100326,3.0,2.0,1.0,1.0
569,100326,2.0,2.0,2.0,1.0
570,100326,4.0,2.0,0.0,0.0
571,100326,4.0,2.0,2.0,1.0
572,100327,2.0,1.0,1.0,1.0
573,100327,2.0,0.0,1.0,1.0
574,100327,3.0,1.0,1.0,0.0
575,100328,4.0,4.0,3.0,3.0
576,100328,3.0,1.0,2.0,2.0
577,100328,2.0,1.0,2.0,2.0
578,100329,2.0,2.0,1.0,2.0
579,100329,1.0,1.0,1.0,1.0
580,100330,4.0,2.0,2.0,2.0
581,100331,2.0,2.0,1.0,2.0
582,100331,4.0,1.0,3.0,3.0
583,100331,3.0,1.0,3.0,3.0
584,100332,3.0,2.0,0.0,2.0
585,100334,3.0,1.0,2.0,2.0
586,100335,4.0,2.0,2.0,2.0
587,100335,3.0,0.0,1.0,1.0
588,100337,5.0,5.0,5.0,5.0
589,100337,3.0,2.0,3.0,3.0
590,100337,2.0,1.0,1.0,1.0
591,100339,1.0,1.0,1.0,1.0
592,100341,1.0,0.0,0.0,0.0
593,100342,2.0,2.0,2.0,2.0
594,100342,2.0,1.0,1.0,2.0
595,100342,2.0,1.0,2.0,2.0
596,100343,3.0,3.0,3.0,3.0
597,100343,4.0,3.0,4.0,3.0
598,100343,2.0,1.0,2.0,1.0
599,100343,3.0,1.0,2.0,0.0
600,100343,3.0,1.0,3.0,2.0
601,100343,3.0,2.0,3.0,2.0
602,100343,3.0,2.0,3.0,2.0
603,100344,1.0,1.0,0.0,0.0
604,100345,2.0,0.0,0.0,0.0
605,100345,3.0,2.0,2.0,1.0
606,100349,2.0,2.0,1.0,2.0
607,100350,3.0,2.0,2.0,3.0
608,100350,3.0,2.0,0.0,1.0
609,100351,2.0,0.0,0.0,2.0
610,100351,3.0,1.0,2.0,3.0
611,100351,3.0,0.0,0.0,1.0
612,100352,3.0,1.0,1.0,1.0
613,100352,4.0,1.0,1.0,1.0
614,100354,2.0,0.0,1.0,1.0
615,100354,3.0,0.0,2.0,2.0
616,100354,3.0,1.0,2.0,2.0
617,100354,3.0,1.0,3.0,3.0
618,100355,2.0,2.0,1.0,1.0
619,100356,2.0,0.0,1.0,1.0
620,100356,2.0,0.0,2.0,2.0
621,100357,3.0,2.0,3.0,2.0
622,100357,3.0,2.0,2.0,2.0
623,100357,5.0,2.0,3.0,3.0
624,100357,4.0,3.0,3.0,3.0
625,100357,2.0,1.0,1.0,1.0
626,100357,5.0,1.0,3.0,2.0
627,100357,4.0,4.0,2.0,4.0
628,100358,4.0,2.0,2.0,2.0
629,100358,2.0,1.0,2.0,2.0
630,100359,2.0,0.0,0.0,0.0
631,100359,2.0,0.0,1.0,1.0
632,100359,4.0,2.0,4.0,4.0
633,100359,3.0,1.0,3.0,3.0
634,100359,2.0,0.0,0.0,0.0
635,100360,2.0,1.0,1.0,2.0
636,100361,2.0,0.0,0.0,1.0
637,100364,2.0,2.0,2.0,2.0
638,100365,2.0,2.0,2.0,2.0
639,100365,3.0,2.0,2.0,2.0
640,100365,2.0,0.0,0.0,1.0
641,100367,2.0,1.0,2.0,2.0
642,100368,3.0,2.0,1.0,1.0
643,100368,3.0,1.0,1.0,1.0
644,100368,2.0,1.0,2.0,2.0
645,100368,2.0,1.0,0.0,0.0
646,100370,2.0,0.0,0.0,0.0
647,100370,2.0,0.0,0.0,0.0
648,100370,2.0,0.0,0.0,0.0
649,100370,3.0,1.0,1.0,1.0
650,100370,2.0,2.0,2.0,1.0
651,100370,3.0,2.0,2.0,2.0
652,100370,2.0,0.0,0.0,0.0
653,100373,2.0,2.0,2.0,2.0
654,100373,2.0,1.0,2.0,2.0
655,100373,3.0,2.0,3.0,3.0
656,100374,3.0,2.0,3.0,3.0
657,100374,2.0,2.0,2.0,2.0
658,100374,4.0,2.0,2.0,2.0
659,100374,3.0,0.0,1.0,1.0
660,100375,2.0,0.0,0.0,1.0
661,100376,3.0,3.0,3.0,3.0
662,100376,5.0,4.0,4.0,4.0
663,100378,3.0,0.0,0.0,2.0
